ISIN,Name,EOD Ticker,Ticker Type,Description,Company URL
DE0005103006,"Adtran Networks SE
",ADV.F,Common Stock,"Adtran Networks SE engages in the development, manufacture, and sale of optical and Ethernet-based networking solutions for telecommunications carriers and enterprises to deliver data, storage, voice, and video services. It offers open optical transport solutions, such as FSP 3000 open terminals, FSP 3000 open line systems, and pluggables and subsystems; network infrastructure assurance solutions; fiber access and aggregation solutions; and residential solutions, such as optical network terminals, mesh Wi-Fi gateways and satellites, and cloud managed Wi-Fi solutions. The company also provides enclosures and cabinets; business solutions, including access routers and IP gateways, enterprise switching, enterprise wireless, packet edge, and network virtualization; cloud software comprising management and orchestration solutions, and SaaS applications; timing and synchronization solutions; and services, such as consulting and education, deployment, cloud and software, support, and training services. It sells its products to telecommunications service providers, private companies, universities, and government agencies through a network of distribution partners. The company operates in Germany, rest of Europe, the Middle East, Africa, the Americas, and the Asia-Pacific. The company was formerly known as ADVA Optical Networking SE and changed its name to Adtran Networks SE in June 2023. The company was founded in 1994 and is headquartered in Munich, Germany. Adtran Networks SE is a subsidiary of ADTRAN Holdings, Inc.",https://www.adtran.com/en
DE0006200108,Indus Holding AG,INH.XETRA,Common Stock,"INDUS Holding AG is a private equity firm specializing in mergers and acquisitions and corporate spin-offs. The firm does not invest in retail and service companies, pure trading or consumer goods businesses, companies with significant dependencies on individual business partners, start-ups, turnarounds, mature businesses, and companies undergoing restructuring. The firm typically invests in middle market and mature companies. It primarily makes long-term investments in medium-sized manufacturing companies in energy and environmental technology; infrastructure and logistics technology, intelligent logistic infrastructure; automation, measurement and control technology; medical engineering; life science; construction and safety technology; industry; digitalization; green tech; medical equipment for the ageing society; innovative construction technology; and public and private security sectors. The firm acquires small and medium-sized companies based in Germany, Switzerland, Austria, and the German-speaking regions of Europe. It typically invests in companies with annual sales between ""20 million ($21.71 million) and ""100 million ($108.58 million), equity rate above 30 percent, and double digit EBIT margin. It prefers to invest in companies with low level/no liabilities to banks. The firm seeks to take a majority stake in its portfolio companies initially and building it up to 100 percent. It prefers to acquire mainly owner-managed companies. It also seeks second-level acquisition opportunities. The firm invests through its balance sheet. INDUS Holding AG was founded in 1989 and is based in Bergisch Gladbach, Germany.",https://indus.de/en/
DE000A3GK2N1,DDA Physical Bitcoin ETP A EUR,XBTI.XETRA,Common Stock,,
DE000A3GTBU5,BCHetc ETC Group Physical Bitcoin Cash,BTCG.XETRA,Common Stock,,
DE0006569403,ALBIS Leasing AG,ALG.XETRA,Common Stock,"ALBIS Leasing AG, through its subsidiaries, provides leasing, hire purchase, and rental solutions for medium-sized companies in Germany. The company was founded in 1986 and is based in Hamburg, Germany.",https://www.albis-leasing.de
DE000SHA0159,Schaeffler AG Pref,SHA.XETRA,Common Stock,"Schaeffler AG, together with its subsidiaries, develops, manufactures, and sells components and system for industrial applications in Europe, the Americas, China, and the Asia Pacific. The Automotive Technologies division offers mechanical, mechatronic, and electronic components and systems for powertrain electrification used in passenger cars and commercial vehicles, such as electric motors, axle transmissions, axle drives, power electronics, hybrid modules, electromechanical and hydraulic actuators, and thermal management module; torque converters, hybrid dampers, clutches, variable valve train systems, valve-lash adjustment elements, balancer shafts, camshaft phasing systems, timing drives, and front end auxillary drives. This division provides rolling bearing application and products, such as wheel, ball, and needle roller bearings; and mechanical components and mechatronic systems for steering and other chassis applications, including Space Drive, a steer-by-wire system. The Automotive Aftermarket division offers components and repair solutions for light commercial vehicles, trucks and buses, and offroad sectors under the LuK, INA, and FAG brand names, as well as service for repair shops under the REPXPERT brand. The Industrial division develops and manufactures rotary and linear bearing solutions, drive technology components and systems, and service solutions, such as sensor-based condition monitoring systems. This division serves customers in the wind, raw materials, aerospace, rail, offroad, two wheelers, power transmission, and industrial automation sectors. The company was formerly known as INA Beteiligungsgesellschaft mit beschränkter Haftung and changed its name to Schaeffler AG in October 2014. The company was founded in 1946 and is headquartered in Herzogenaurach, Germany. Schaeffler AG is a subsidiary of IHO Verwaltungs GmbH.",https://www.schaeffler.com
DE000A0LA304,tick Trading Software AG,TBX.F,Common Stock,"tick Trading Software AG, a software company, provides solutions for professional trading of various asset classes worldwide. Its core product is TradeBase MX Platform, a trading system that controls message routing, manages user access rights, distributes market data, and connects trading interfaces. The company also provides e-Trading Compliance Monitor, a system that aggregates order actions from connected trading systems in a central database for analysis and to track the order flow of the company; and tick-TS Cloud solution. tick Trading Software AG was founded in 2002 and is based in Düsseldorf, Germany.",https://www.tick-ts.de
DE0006004500,Hyrican Informationssysteme Aktiengesellschaft,HYI.F,Common Stock,"Hyrican Informationssysteme Aktiengesellschaft provides IT system services in Germany. The company offers PCs, notebooks, servers, workstations, and peripherals. It also provides IT solutions, including mobility technologies, cloud computing, and data center solutions; and client management, server and storage, IT security, networking, software, and communication solutions, as well as managed, professional, and training services. In addition, the company offers LED lighting solutions, such as LED hall downlight, street light, tubes, ceiling and wall panels, flood and tunnel lights, downlights and spots, and light line systems. The company was founded in 1990 and is headquartered in Kindelbrück, Germany.",https://www.hyrican.de
DE0006044001,Maternus-Kliniken Aktiengesellschaft,MAK.F,Common Stock,"Maternus-Kliniken Aktiengesellschaft operates retirement and nursing homes, rehabilitation clinics, and various service companies that operate in the field of geriatric care and rehabilitation medicine. It also provides emergency call, assisted living, rehabilitation, and follow-up treatment services, as well as domestic, inpatient, short term, and disability care services. The company was founded in 1877 and is headquartered in Berlin, Germany.",https://www.maternus.de
DE0005405104,InnoTec TSS AG,TSS.F,Common Stock,"InnoTec TSS AG, through its subsidiaries, produces and sells exterior door panels for the construction industry in Germany, Europe, and internationally. The company provides aluminum, steel, and plastic door panels; door glazing; and glass products for front doors, interior doors, windows, furniture, and other architectural elements. It also offers elastic matrices, molds, liquid plastics, and elastic structured formliners for use in precast concrete plants and in-situ concrete. InnoTec TSS AG is based in Düsseldorf, Germany.",https://www.innotectss.de
DE000A0KFUJ5,KROMI Logistik AG,K1R.XETRA,Common Stock,"KROMI Logistik AG engages in trading and sale of cutting tools and related services in Germany, rest of Europe, and Brazil. The company offers purchasing management, which includes professional tool procurement and management, interim storage, customer specific warehouse catalogue, accounting, vendor managed inventory, and eProcurement services; and logistics management services. It also provides technology management comprising technology consulting, configuration of machines, tool life controller, and CAD/CAM services, as well as analyzes cutting processes on machines. In addition, the company offers data management services; and customized solutions. It primarily serves customers in the general mechanical engineering, automotive supply, and aviation sectors. The company was founded in 1964 and is headquartered in Hamburg, Germany.",https://kromi.de
DE000A0JC8S7,DATAGROUP SE,D6H.F,Common Stock,"DATAGROUP SE provides information technology (IT) solutions in Germany and internationally. The company offers managed and private cloud, public cloud, application management, SAP, communication and collaboration, network, security, and end user services, as well as service desk services. It also provides IT consulting, robotic process automation, mobile and app, and industry solutions, as well as cloud, platform, application, and SAP transformation solutions. The company was formerly known as Datagroup AG and changed its name to DATAGROUP SE in November 2016. DATAGROUP SE was founded in 1983 and is headquartered in Pliezhausen, Germany. DATAGROUP SE operates as a subsidiary of HHS Beteiligungsgesellschaft mbH.",https://www.datagroup.de
DE0005137004,q.beyond AG,QBY.F,Common Stock,"q.beyond AG engages in the cloud, SAP, Microsoft, data intelligence, security, and software development business in Germany and internationally. It operates through two segments, Cloud & IoT, and SAP. The Cloud & IoT segment provides virtual IT workplaces, business applications, IT resources, and communications and network services, as well as outsourcing services. The SAP segment offers consulting services in the field of basic operations, application management, implementations, user support, and maintenance, as well as in license and rental models. It serves medium-sized companies. The company was formerly known as QSC AG and changed its name to q.beyond AG in September 2020. q.beyond AG was founded in 1997 and is based in Cologne, Germany.",https://www.qbeyond.de
DE000BFB0019,Metro AG,B4B.F,Common Stock,"Metro AG operates as a food wholesale company in Germany and internationally. It operates bricks-and-mortar wholesale stores and delivery depots under the METRO, MAKRO, Classic Fine Foods, Pro à Pro, Aviludo, Pro a Pro Spain, Johan i Hallen & Bergfalk, and Rungis Express brand names serving hotels, restaurants, bars, cafés, catering companies, canteen operators, small grocery stores, and kiosks in Europe, Russia, and Asia, as well as online marketplace METRO MARKETS. The company also develops digital solutions; and offers food delivery services. In addition, it provides services in the areas of real estate, logistics, information technology, procurement, and advertising. The company was formerly known as METRO Wholesale & Food Specialist AG and changed its name to METRO AG in August 2017. Metro AG was founded in 1964 and is based in Düsseldorf, Germany.",https://www.metroag.de
DE000A0XFWK2,SHS VIVEON AG,SHWK.F,Common Stock,"SHS Viveon AG provides consultancy and software solutions for the management of credit risks in Europe. It offers Debitex and RiskSuite solutions for risk, credit, fraud, and compliance management. The company also provides 360° compliance and risk management solution; Connect, a data platform to connect, monitor, and automate data processes; and Insights, an interactive dashboards and assistance systems for users. The company serves banks and financial service providers, industry and wholesale trade, e-commerce, and agencies sectors. SHS Viveon AG was founded in 1991 and is headquartered in Munich, Germany.",https://www.shs-viveon.com
DE0005470306,CTS Eventim AG & Co. KGaA,EVD.XETRA,Common Stock,"CTS Eventim AG & Co. KGaA operates in the leisure events market in Germany, Italy, Switzerland, Austria, the United Kingdom, Sweden, the United States, Finland, Spain, Denmark, the Netherlands, and internationally. The company operates through two segments, Ticketing and Live Entertainment. The Ticketing segment produces, sells, brokers, distributes, and markets tickets for concerts, theatre, art, sports, and other events. It markets events (tickets) through EVENTIM.Web and using its network platform, EVENTIM.Net; in-house ticketing products through EVENTIM.Inhouse; sport ticketing products through EVENTIM.Tixx; and self-service products for promotors through EVENTIM.Light, as well as provides a solution for ticket sales and admission control through EVENTIM.Access. This segment also operates kinoheld software for cinema operators; EVENTIM.fanSALE, a resale portal where customers sell event tickets to other customers; and online portals under various brands, such as eventim.de, oeticket.com, ticketcorner.ch, ticketone.it, and entradas.com. The Live Entertainment segment plans, prepares, and performs tours, events, and festivals, including music events and concerts, as well as markets music productions. This segment is also involved in the operation of venues. The company was formerly known as CTS EVENTIM AG and changed its name to CTS Eventim AG & Co. KGaA in May 2014. CTS Eventim AG & Co. KGaA was founded in 1989 and is headquartered in Bremen, Germany.",https://www.eventim.de
DE000A2NB601,Jenoptik AG,JEN.F,Common Stock,"Jenoptik AG provides advanced photonic solutions and smart mobility solutions in Germany and internationally. The company provides imaging solutions and cameras, including microscope and thermographic camera, imaging modules, polymer-based camera modules, and miniaturized digital microscope subsystem; and laser and laser technology, such as laser ablation, scoring, cutting, and rangefinder, as well as laser OEM solutions comprising diode laser and disk laser technology, diode pumped disk lasers, laser systems, and LK heat sink. It offers optics and optical systems, including objective lenses for laser material processing, customized and standardized objective lenses, optical coatings and measuring systems, and precision optical components; optical shaft measuring systems, optical 3D measurement technology, optical in-line inspection, vision-systems, and ultra-fast opto-electronic probe card; and optoelectronics and optoelectronic systems comprising system partner for optoelectronic systems, customized-specific optoelectronic systems, optoelectronics assemblies and subsystems, light modulation, and photodiodes and LEDs. In addition, the company offers road safety solutions, such as speed enforcement, average speed cameras, red light cameras, evaluation software, and traffic services; and civil security solutions, including automatic number plate recognition and data analysis software, border security, combating organized crime, protecting public places, and monitoring suspect vehicles. It serves automotive, defense and security, electronics and information technology, medical and life science, industry and mechanical engineering, semiconductor equipment, and public safety sectors. Jenoptik AG was founded in 1846 and is headquartered in Jena, Germany.",https://www.jenoptik.com
DE0007100000,Mercedes-Benz Group AG,MBG.F,Common Stock,"Mercedes-Benz Group AG operates as an automotive company in Germany and internationally. It operates through Mercedes-Benz Cars, Mercedes-Benz Vans, and Mercedes-Benz Mobility segments. The company develops, manufactures, and sells cars and vans under the Mercedes-Benz, Mercedes-AMG, Mercedes-Maybach, G-Class brands, as well as related spare parts and accessories. It also provides financing, leasing, car subscription and rental, fleet management, insurance brokerage, and mobility services, as well as digital services for charging and payment. The company was formerly known as Daimler AG and changed its name to Mercedes-Benz Group AG in February 2022. Mercedes-Benz Group AG was founded in 1886 and is headquartered in Stuttgart, Germany.",https://group.mercedes-benz.com
DE000A1YC996,The Social Chain AG,PU11.XETRA,Common Stock,"The Social Chain AG provides social media marketing services worldwide. The company engages in the development, creation, and scaling of social media brands. The Social Chain AG is headquartered in Berlin, Germany.",https://www.socialchain.de
DE000A2NB650,Mutares SE & Co. KGaA,MUX.XETRA,Common Stock,"Mutares SE & Co. KGaA is a private equity firm specializing in investments in secondary direct, special situations, bridge financing, recapitalization, distressed/vulture, management succession, reorganization, carve-outs, turnarounds, spin-offs and re-funding. It also considers co-investments. The firm typically acquires small and medium-sized companies. It also focuses on platform and add-on acquisitions. The firm makes investments in automotive and mobility, wood and paper, construction and infrastructure, engineering, consumer goods and services, technology, commercial repair services, automobiles and components, retail and food, healthcare equipment and services, and materials including containers and packaging. The firm primarily invests in companies with established market positions and whose focus of activity is on Europe, North America and Asia. It considers acquiring companies that have revenues between ""100 million ($107.33 million) and ""750 million ($804.94 million) with an EBITDA up to ""5 million ($5.37 million). It prefers to acquire a controlling and majority stake in its portfolio companies. It typically makes long term investments with a holding period between three and five years. The firm prefers to invest from its personal capital and from balance sheet investments. Mutares SE & Co. KGaA was founded in February 2008 and is based in Munich, Germany, with additional offices in across Europe and Asia.",https://www.mutares.com/en/
DE0005664809,Evotec SE,EVT.XETRA,Common Stock,"Evotec SE operates as drug discovery and development partner for the pharmaceutical and biotechnology industry worldwide. The company is developing pharmaceutical products in various therapeutic areas, such as autoimmune diseases, cancer, CNS diseases, diabetes, fibrosis, immunology, infectious diseases, kidney diseases, liver diseases, pain and inflammation, rare diseases, respiratory diseases, tuberculosis, and women's health. It has collaboration agreements with SK bioscience, JingXin, Carrick Therapeutics, Sernova, Topas Therapeutics, Exscientia, CONBA Group, Centrexion, Sanofi/NIH, Kazia Therapeutics, Bristol Myers Squibb, Topas Therapeutics, Immunitas, Exscientia, and Bayer; and Inserm, the French National Institute of Health and Medical Research, Lille University Hospital, and Inserm Transfert to identify novel therapeutic targets and diagnostic and prognostic markers in obesity and metabolic diseases, as well as collaboration with CHDI Foundation, Inc.; and a strategic partnership with Dewpoint Therapeutics to advance its portfolio targeting biomolecular condensates as a novel domain for therapeutic intervention towards the clinic. The company was formerly known as Evotec AG and changed its name to Evotec SE in April 2019. Evotec SE was incorporated in 1993 and is headquartered in Hamburg, Germany.",https://www.evotec.com
DE000STAB1L8,Stabilus S.A.,STM.XETRA,Common Stock,"Stabilus SE, together with its subsidiaries, engages in the manufacture and sale of gas springs, dampers, vibration isolation products, and electric tailgate opening and closing equipment in Europe, the Middle East, Africa, North and South America, the Asia-Pacific, and internationally. Its products are used in automotive, navy and railways, commercial vehicles, aerospace, marine and rail, energy and construction, mechanical engineering, industrial machinery and automation, health, recreation, leisure, and furniture industries. The company was incorporated in 1934 and is based in Koblenz, Germany.",https://www.stabilus.com
DE000A2YN504,Knaus Tabbert AG,KTA.F,Common Stock,"Knaus Tabbert AG, together with its subsidiaries, manufactures and sells leisure vehicles in Europe. It operates through Premium and Luxury segments. The company offers motorhomes, caravans, and camper vans under the KNAUS, TABBERT, WEINSBERG, T@B, and MORELO brands. It also operates RENT AND TRAVEL digital portal for renting leisure vehicles through a network of partners operating approximately 180 rental stations. Knaus Tabbert AG was founded in 1912 and is headquartered in Jandelsbrunn, Germany.",http://www.knaustabbert.de
DE000A255F11,Friedrich Vorwerk Group SE,VH2.F,Common Stock,"Friedrich Vorwerk Group SE provides various solutions for transformation and transportation of energy in Germany and Europe. The company operates through Natural Gas, Electricity, Clean Hydrogen, and Adjacent Opportunities segments. The Natural Gas segment comprises infrastructure services and product solutions for the transport and conversion of raw natural gas into treated natural gas; and engages in transporting the natural gas through high-pressure pipelines to processing in filtering and separation plants, compressor stations, storage and measurement systems, LNG terminals, and gas pressure control and measurement systems. The Electricity segment provides infrastructure for the underground transport and conversion of electricity that is generated from non-fossil energy sources, such as wind, solar, hydro, and renewable resources. This segment is involved in landing offshore electricity and installing high-voltage underground cables through which electricity is transported to transmission networks. The Clean Hydrogen segment provides product solutions and infrastructure services for the conversion of energy from energy sources into hydrogen, and its transportation to consumers, which is done through conversion of renewable energy by electrolysis; and processing and transportation of the clean hydrogen produced through storage systems, compressor stations, pipelines, and gas pressure control and measurement systems. The Adjacent Opportunities segment provides technologies, such as the treatment and cleaning of biogenic and synthetic gases; heat extraction technologies used in district heating; solutions for the transportation of drinking and wastewater; and specialty solutions for the chemical and petrochemical industry. Friedrich Vorwerk Group SE was founded in 1962 and is headquartered in Tostedt, Germany.",https://www.friedrich-vorwerk.de
DE000A0KD0F7,Muehlhan AG,M4N.F,Common Stock,"Muehlhan AG, together with its subsidiaries, provides surface protection and industrial services worldwide. It operates through four segments: Renewables, Ship, Construction/Infrastructure, and Oil & Gas. The Renewables segment offers surface-protection services to the renewable energy market primarily for wind turbines and transformer platforms in the offshore and onshore wind farms, as well as undertakes installation and other services. The Ship segment provides a range of surface coating maintenance and renovation services, such as repair work on exterior walls and insulation work on new vessels, as well as the restoration of water, ballast, fuel, and cargo tanks to shipping companies and shipyards. The Construction/Infrastructure segment offers coating solutions for steel and concrete structures; scaffolding solutions for the civil engineering, new bridge construction and renovation works, locks, water utility and transportation infrastructure projects, and specialty machinery; and passive fire protection, which is used in large steel structures. The Oil & Gas segment provides surface and fire protection, insulation, and scaffolding services as a partner for companies in the offshore oil and gas, and petrochemical industries. The company also offers access technology service; training programs and courses, engineering, and inspection; and steel construction services for shipyard and industrial/infrastructure customers. Muehlhan AG was founded in 1881 and is headquartered in Hamburg, Germany.",https://www.muehlhan.com
DE0005009740,Ahlers AG,AAH.F,Common Stock,"Ahlers AG, together with its subsidiaries, engages in the manufacture, production, and distribution of men's fashion products in Germany, Austria, Switzerland, rest of Europe, Russia, and Canada. The company offers its products under the Baldessarini, Pierre Cardin, Otto Kern, Pioneer Jeans, and Pionier Workwear brand names. It markets and sells its products through physical retail, chain, and department stores; mono-brand stores; outlets; and online shops. Ahlers AG was founded in 1919 and is headquartered in Herford, Germany. The company operates as a subsidiary of WTW-Beteiligungsgesellschaft mbH.",https://www.ahlers-ag.com
DE000A0STSQ8,M1 Kliniken AG,M12.XETRA,Common Stock,"M1 Kliniken AG, together with its subsidiaries, provides aesthetic medicine and plastic surgery services in Germany, Austria, the Netherlands, Switzerland, the United Kingdom, Croatia, Hungary, Bulgaria, Romania, and Australia. It operates in two segments, Beauty and Trade. The Beauty segment provides aesthetic surgery services, such as breast augmentation, eyelid lifts, and liposuction; and other aesthetic medical treatment services, including injections with hyaluronic acid and botulinum toxin. This segment also manages a private clinic for plastic and aesthetic surgery; and medical specialist centers for aesthetic and plastic medicine under the Schlossklinik and M1 Med Beauty names. The Trade segment sells pharmaceuticals and medical products for various therapeutic areas comprising oncology, HIV/AIDS, neurology, rheumatology, other chronic diseases, and aesthetic medicine. The company was incorporated in 2007 and is based in Berlin, Germany. M1 Kliniken AG is a subsidiary of MPH Health Care AG.",https://www.m1-kliniken.de
DE000A1YDAZ7,SendR SE,SD1.XETRA,Common Stock,"Clean Logistics SE operates in the transport industry. The company converts diesel-powered heavy-duty semi-trailer trucks and passenger buses to hydrogen-powered vehicles. It also provides funding advisory and financing services; and hybatt trucks and buses. The company was formerly known as SendR SE and changed its name to Clean Logistics SE in August 2021. Clean Logistics SE is based in Hamburg, Germany.",https://cleanlogistics.de
DE0007830788,ifa systems AG,IS8.XETRA,Common Stock,"ifa systems AG develops and sells software products for ophthalmology worldwide. It offers an electronic patient file that allows data documentation from the examinations and treatments. The company's products include ifa Lion for patient documentation and administration work; and ifa Managed Security that provides IT security solutions, such as firewall, backup, and endpoint solutions. It serves doctors and nursing staffs in practices and clinics. The company was founded in 1984 and is headquartered in Frechen, Germany.",https://www.ifasystems.de
DE000A2E4LE9,Voltabox AG,VBX.XETRA,Common Stock,"Voltabox AG develops, manufactures, and sells battery systems for e-mobility in industrial applications in Germany, European Union, and the United States. The company operates through Voltapower and Voltaforce segments. The Voltapower segment offers battery systems for use in forklifts, industrial trucks, agriculture and construction machinery, mining vehicles, electric buses for public transport, and automated guided vehicles. The Voltaforce segment develops and produces lithium-ion batteries for the mass market, including starter batteries for motorcycles and sports cars, as well as monoblock batteries for industrial machines; and provides 48-volt mild hybrid batteries. The company was founded in 1835 and is headquartered in Delbrück, Germany. Voltabox AG is a subsidiary of paragon GmbH & Co. KGaA.",https://www.voltabox.ag
DE0005297204,HOMAG Group AG,HG1.F,Common Stock,"HOMAG Group AG, together with its subsidiaries, manufactures and sells machines and solutions for woodworking and timber construction industries worldwide. The company offers machine products for drilling, doweling, milling, and setting fittings; edge banders and tenoners; panel dividing saws and beam saws; panel and board storage systems; home construction; automation; case clamps; packaging machinery; and buffer and collating. It also provides wild belt sander and lacquering machines for surfaces; planing, profiling, and moulding machines; and CNC machines for woodworking. In addition, the company offers software for order creation, work preparation, production management, services solution, and timber construction. Further, it engages in modernization, maintenance and service work, training and education services, process optimization, consulting services, financial services, and cybersecurity, as well as supplies spare parts. HOMAG Group AG was founded in 1960 and is headquartered in Schopfloch, Germany. HOMAG Group AG operates as a subsidiary of Dürr Aktiengesellschaft.",https://www.homag.com
DE0005677108,Elmos Semiconductor SE,ELG.F,Common Stock,"Elmos Semiconductor SE, together with its subsidiaries, develops, manufactures, and distributes microelectronic components and system parts, and technological devices for automotive industry in Germany, other European Union countries, the Americas, Asia/Pacific, and internationally. It offers motor control IC solutions, which includes BLDC motor, controller motor, and DC motor controller ICs; LED driver ICs, such as high voltage, liner LED, and LIN RGB controller ICs; and ultrasonic distance sensor ICs. The company provides optical IR sensor IC, ToF imager, and infrared sensors including pyroelectric sensor signal controller and pyroelectric sensor signal processor. In addition, it offers sensor signal processor and integrated absolute pressure system ICs; and safety, power, and Custom ICs, which includes safety, engine management, and relay driver IC, as well as DC/DC converter, LDO regulator, PSI5, LIN/CAN, and KNX transceivers. Further, the company provides automotive IC solutions including lighting, LiDAR, ultrasonic ranging, object and gesture recognition, thermal management, electronic fuse control, and SSPs. It serves automotive and non-automotive applications comprising smart home and industrial automation applications. Elmos Semiconductor SE was founded in 1984 and is headquartered in Dortmund, Germany.",https://www.elmos.com
DE000A2NBVD5,DFV Deutsche Familienversicherung AG,DFV.XETRA,Common Stock,"DFV Deutsche Familienversicherung AG operates as a digital insurance company in Germany. It offers property, accident, liability, legal expense, household, pet health, and electronics insurance products; and dental, outpatient and inpatient treatment, foreign travel health, sick day, supplementary long-term care, and state-aided care provision insurance products. DFV Deutsche Familienversicherung AG was incorporated in 2006 and is based in Frankfurt am Main, Germany.",https://www.deutsche-familienversicherung.de
DE0007568578,SFC Energy AG,F3C.XETRA,Common Stock,"SFC Energy AG, together with its subsidiaries, develops, produces, and distributes systems and solutions for stationary and mobile off-grid power supply based on hydrogen and direct methanol fuel cells worldwide. The company operates in two segments, Clean Energy and Clean Power Management. It offers EFOY Hydrogen 2.5 fuel cells for higher power ranges; EFOY Pro fuel cells for on-board power supply in vehicles, as well as off-grid power supply, such as monitoring systems, measuring stations, and oil and gas applications; EFOY fuel cells, which ensures automatic recharge of the batteries; SFC EMILY for military and security applications; SFC JENNY, a portable fuel cell for military applications; and SFC Power Manager 3G, a portable power distributor and battery charger that enables the soldiers to use various energy sources available in the field, such as hybrid batteries, solar panels, and vehicle power and fuel cells to power devices or charge batteries. The company also provides drives and motor solutions; SCADA and telemetry solutions; and coils and linear drives. In addition, it offers accessories and spare parts, such as fuel cartridges; and mechanical, electronic, and electrical instruments to monitor and control production and logistics processes. The company was formerly known as SFC Smart Fuel Cell AG and changed its name to SFC Energy AG in July 2010. The company was founded in 2000 and is headquartered in Brunnthal, Germany.",https://www.sfc.com
DE0005753149,Funkwerk AG,FEW.F,Common Stock,"Funkwerk AG develops and sells communication, information, and security systems worldwide. It provides train radio systems, including cab radio systems, ETCS data radio, data radio, handhelds, analogue radio, datasheets, TETRA train radio systems, and test equipment; LTE voice radio systems; visual and acoustic passenger information systems, such as FIA, CURA, accessibility, and monitors, displays and columns, as well as equipment and services; public address systems; and physical security information management systems. The company also offers video systems comprising camera systems and accessories, IP-pan/tilt head systems, professional video components, video management software, video technology solutions, and data sheets. In addition, it provides engineering, documentation, maintenance and servicing, support, repair, on call, and training services, as well as replacement parts management for the communication, information, and video systems. Funkwerk AG offers its products and services in the fields of railways, rail vehicles, public transport infrastructures, public and rail transit, industrials, areas, buildings, energy and supplies, authorities and judiciary, healthcare, and city and recreational facilities. The company was founded in 2000 and is based in Kölleda, Germany. Funkwerk AG is a subsidiary of Hörmann Industries GmbH.",https://funkwerk.com
DE000A2YN702,UMT United Mobility Technology AG,UMDK.XETRA,Common Stock,"UMT United Mobility Technology AG, a fintech company, engages in the development and implementation of customized solutions for the digitalization of business processes in Europe. The company licenses mobile payment platforms and acts as a central interface between various parties, such as large retail chains, banks, bonus program providers, and end consumers. It also offers mobile payment, mobile wallet, loyalty/bonus programs, data analytics, and smart rental solutions. The company was formerly known as Leipzig solar farm AG and changed its name to UMT United Mobility Technology AG in 2011. UMT United Mobility Technology AG was founded in 1989 and is based in Munich, Germany.",https://www.umt.ag
DE000A1TNMM9,centrotherm international AG,CTNK.F,Common Stock,"centrotherm international AG provides production equipment and solutions for the photovoltaic, semiconductor, and microelectronic industries worldwide. It offers low pressure diffusion furnace, plasma enhanced chemical vapor deposition and LPCVD systems, fast firing furnaces, regeneration furnaces, and batch-type systems; integrated production solutions for the manufacturing of mono and multi-crystalline solar cells; and horizontal and vertical batch systems, single wafer systems, and vertical high temperature furnaces for use in semiconductors. The company also provides logic and memory devices, power semiconductors, LED, SMT, and MEMS or sensor technology products; production systems delivery, assembly, and commissioning services; training of customer staff in the operation of production systems; replacement parts purchasing services; supplementary and consulting services for systems; remote control and maintenance services for the analysis and troubleshooting of system errors; optimization services for processes and production stages; maintenance services; and retrofitting, refurbishment, and equipment upgradation services. In addition, it offers automated vacuum soldering furnaces for high-volume production; vacuum soldering systems for high volume production; vacuum soldering systems for advanced packaging; conveyor furnaces for direct copper bonding; conveyor furnaces for serial production; and full hydrogen atmosphere conveyor belt furnaces for glass-to-metal seals and packaging applications. Further, the company provides carbon precursor stabilization ovens and conveyor belt furnaces for ceramic fibers; and spare and replacement parts, as well as customized upgrade kits for centrotherm production systems. The company was formerly known as Centrotherm photovoltaics AG and changed its name to centrotherm international AG in June 2017. The company was founded in 1948 and is headquartered in Blaubeuren, Germany.",https://www.centrotherm.de
DE000A2TSQH7,Katek Se,KTEK.XETRA,Common Stock,"KATEK SE provides electronics value chain services in Germany, Europe, and internationally. The company operates in two segments, Electronics, and Systems & Products. Its services include hardware and software development, electronic technology solutions development, prototyping, materials sourcing, circuit board assembly, measuring and testing, and box-build services, as well as logistics and after-sales services. The company also offers clean energy solutions, such as inverters under the Steca brand; charging solutions for electric vehicles under the eSystems brand; prototype solution under the beflex brand; and inhouse products under the TeleAlarm brand. It serves customers in various industries, such as automotive, communication, consumer, industry, energy/solar, and medical technology. The company was incorporated in 2017 and is headquartered in Munich, Germany. As of February 29, 2024, KATEK SE operates as a subsidiary of Kontron AG.",https://katek-group.de
DE0005878003,DMG MORI AKTIENGESELLSCHAFT,GIL.XETRA,Common Stock,"DMG MORI AKTIENGESELLSCHAFT engages in the manufacturing and sale of cutting machine tools in Germany, rest of the Europe, Asia, and internationally. The company operates through Machine Tools and Industrial Services segments. The Machine Tools segment offers turning machines, such as universal turning machines, turn-mill centers, production turning, and multi-spindle machining centers; vertical, horizontal, and 5-axis milling centers; ultrasonic, lasertec, and additive manufacturing products; and selective laser melting in the powder bed, as well as software solutions. The Industrial Services segment provides industrial services, including service agreements, repair, maintenance, and training services, as well as services related to spare parts. It serves aerospace, automotive, die and mold, medical, and semiconductor industries. The company was founded in 1870 and is headquartered in Bielefeld, Germany. DMG MORI AKTIENGESELLSCHAFT is a subsidiary of DMG Mori Co., Ltd.",https://www.dmgmori.com
